,SiteCity,TotalFirstYearGrosskWh,TotalFirstYearGrossTherm,TotalLifecycleGrosskWh,TotalLifecycleGrossTherm,Budget,Total Claims,Total Programs,% OBF Budget,% Resource Budget
234,LA SELVA BEACH,1227.0330000000001,-3.303,6699.74877,-14.82939,626.7039579857061,2,1,0.0,100.0
235,LAFAYETTE,58446.03400000005,-317.8552800000004,501580.88866000023,-3377.6779321,50161.694139943706,96,1,47.7819268618716,100.0
236,LAGUNITAS,12878.2368,-165.79728,169901.77952,-2120.980872,8610.784488281673,9,1,0.0,100.0
237,LAKE ELSINORE,22505.599872000003,-19.595392992,112527.99935999999,-97.97696496,129450.92373614528,9,1,0.0,100.0
238,LAKE SHERWOOD,291.65472,-0.433677888,1458.2736,-2.16838944,648.66392565375,1,1,0.0,100.0
239,LAKEHEAD,18337.328999999998,-10.989000164,213032.709,-54.945000820000004,22228.644529648936,3,1,0.0,100.0
240,LAKEPORT,332640.5221999999,-1010.5094137589997,3588125.8331142,-9337.386038197996,276142.09419902315,60,2,7.261801700348116,100.0
241,LAKEWOOD,447427.3464559996,-20.942117571,4993115.6356,-111.68491603700002,289293.54909314704,94,1,54.19585152216298,100.0
242,LAMONT,195101.87829999998,-1216.1186959200004,1897053.9297455999,-10254.113475302,81125.132475589,50,1,0.0,100.0
243,LANCASTER,178206.47999999998,1314.0,786312.36,3942.0,59681.732913924025,4,1,0.0,100.0
244,LARKSPUR,188624.00219199999,-1839.5207093999993,1613661.0077419998,-15151.575230999995,96243.40748463594,57,2,0.0,100.0
245,LATHROP,162052.13399999996,-103.53210000000001,1210631.5550000002,-1068.4620000000002,83907.66444180504,66,2,49.710234939496964,100.0
246,LATON,9009.884999999998,-38.853,106712.82,-404.0712,3099.815518364823,6,1,100.0,100.0
247,LAWNDALE,38370.913056,-2.8670175070000004,440887.26528,-23.155087536,25762.238236692592,6,2,0.0,100.0
248,LAYTONVILLE,9436.3956,-57.15252077,47181.978,-285.7626039,5198.28486682566,1,1,0.0,100.0
249,LE GRAND,6734.21,0.0,71423.15999999999,0.0,4348.793788904362,6,2,0.0,100.0
250,LEMOORE,71359.0,0.0,856308.0,0.0,4635.430723109039,354,1,0.0,100.0
251,LINCOLN,179791.36622000003,-182.15054,2146965.7826880002,-2063.300616,125289.31353416444,612,1,90.96556213662865,100.0
252,LINDEN,4926.474999999999,-20.935080000000003,56895.045600000005,-230.05295999999998,5196.594564520541,10,1,0.0,100.0
253,LINDSAY,12880.356972000003,-44.67511202,64401.78486,-223.3755601,258237.24558294352,7,1,0.0,100.0
254,LITTLEROCK,19593.18,-76.23,235118.15999999997,-914.76,10346.952184596088,2,1,0.0,100.0
255,LIVE OAK,88710.0,0.0,1064520.0,0.0,5601.78561144359,424,1,0.0,100.0
256,LIVERMORE,311823.9396295,-1041.77409577,2643530.0930839996,-7739.035576770002,158903.01058620555,64,3,0.08450996524588293,100.0
257,LIVINGSTON,108230.7,0.0,1295301.6,0.0,106110.94304939556,355,3,73.33494019873427,100.0
258,LOCKEFORD,59742.55404,-27.682740000000006,716910.64848,-332.19288,33293.88181526942,6,1,0.0,100.0
259,LOLETA,26910.794799999996,-356.6029531899999,345419.0279200001,-4468.372615899999,19397.09666723176,33,2,0.0,100.0
260,LOMPOC,53462.990000000005,-363.06,411121.6962,-1884.1419,16381.08075116918,78,2,0.0,100.0
261,LONG BEACH,6799532.550680996,1307.6568518130014,78451118.91805999,22194.600613075992,3395863.2401656425,1029,2,90.3072331718817,100.0
262,LOOMIS,160948.9534,-966.0416900000001,1764892.1553600002,-10082.308776,140994.0351993647,69,2,94.81073960770532,100.0
263,LOS ALTOS,157297.923,-1101.5910001749999,1117584.49356,-9577.093950879998,87197.97713837052,9,1,53.53166393378975,100.0
264,LOS ALTOS HILLS,31313.8,-98.92000000000003,248682.0,-1187.0399999999997,13211.218649588063,8,1,100.0,100.0
265,LOS ANGELES,494326.19413953996,0.0,4065967.904310699,0.0,6726397.770908668,402,26,0.0,3.5289555844427327
266,LOS BANOS,429352.388708,-914.148450423,4843347.962762799,-12041.152482120002,310585.40385609935,31,2,0.0,100.0
267,LOS GATOS,691857.2319999998,-963.055,6986038.938650001,-5364.53305,456849.4593493873,1385,1,52.83257480485497,100.0
268,LOS MOLINOS,101356.92,0.0,1216283.04,0.0,45003.050413333396,1,1,0.0,100.0
269,LOS OLIVOS,370.0,0.0,4440.0,0.0,27.864426152818197,2,1,0.0,100.0
270,LOS OSOS,120177.44189999998,-1098.5551084869996,1541085.3202822004,-15014.814974050001,60800.936502088545,93,2,0.0,100.0
271,LOST HILLS,42239.3013,-95.665053648,445406.81850000005,-836.6056382400001,17663.68001376136,6,1,0.0,100.0
272,LOWER LAKE,44483.09022,-76.07214,521038.34048340004,-791.1215658,31346.017765334575,8,1,0.0,100.0
273,LUCERNE,49195.549640000005,-413.98267000000004,528245.954751,-4258.9899749,31335.55205594136,6,1,0.0,100.0
274,LYNWOOD,116518.20672499998,79.310698318,1347828.0290599996,1565.976714618,143098.65704634346,35,1,0.0,100.0
275,MADERA,867068.2990000001,-1588.3511215229994,8585429.008170005,-18685.97106762799,398457.6617424107,582,3,7.312178345892704,100.0
276,MAGALIA,17489.88,0.0,203797.44,0.0,58160.980994294245,4,1,0.0,100.0
277,MALIBU,2328.453588,-1.5675836719999998,12839.646192,-8.682385124,4738.883101147153,3,1,0.0,100.0
278,MAMMOTH LAKES,13518.315631999998,-90.997620224,109052.22816,-706.4425011200002,108541.12697592,10,1,11.124748193223976,100.0
279,MANCHESTER,37176.628104,-803.6127,389116.61228199996,-8357.57208,19873.94336018435,2,1,0.0,100.0
280,MANHATTAN BEACH,140296.28996000002,-53.98662046300001,1176459.210256,-304.68504769800006,270876.31042864255,20,1,0.0,100.0
281,MANILA,185.0,0.0,2220.0,0.0,12.8399316662954,1,1,0.0,100.0
282,MANTECA,791377.1091899984,-1285.7472399999992,8440020.026660003,-14444.98636499999,570691.2741422921,524,3,24.14685130677739,100.0
283,MARINA,734968.523,-963.2276919000001,5506521.941000001,-5298.90026,252613.00341248527,919,2,61.81792688844826,100.0
284,MARIPOSA,13174.93512,-37.07702784999999,93667.7556,-185.38513924,4706.32821633168,5,1,98.71539392657382,100.0
285,MARTELL,65718.9,0.0,788626.8,0.0,43937.84516696246,5,1,0.0,100.0
286,MARTINEZ,326540.3877999998,-1075.20854134,3543156.057519995,-10872.049562800015,173611.09901502272,2616,3,5.924126492216752,100.0
287,MARYSVILLE,258347.66915999996,-515.274288649,2921906.6324900007,-6197.88916324,145144.10503167004,500,3,0.0,100.0
288,MC FARLAND,111754.23526000004,-595.6861998099998,1142244.478452,-5297.636810599999,46431.09556574388,28,1,0.0,100.0
289,MCKINLEYVILLE,334823.82706,-1688.4301045459997,2496336.2989640012,-8067.95749445,286758.9330532124,146,2,1.3451744167859219,100.0
290,MEADOW VISTA,4263.3,-23.935,37255.26,-192.4694,4073.680758784605,9,2,0.0,100.0
291,MENDOCINO,44910.187318000004,-634.3955100000002,459508.56615300005,-6499.5066507,42612.130821237755,12,1,0.0,100.0
292,MENDOTA,130766.92000000001,0.0,1516805.04,0.0,51180.73243146226,516,1,94.9213098803677,100.0
293,MENIFEE,1654.8235200000001,-1.44083772,8274.1176,-7.2041886,9569.4548498487,3,1,0.0,100.0
294,MENLO PARK,195086.26400000002,-706.0690000000001,1920789.1141000001,-4786.60818,94314.98136893526,231,2,7.2038027108940295,100.0
295,MERCED,1331550.7351199996,-1871.7614172770006,15257277.964040002,-20820.235796450008,1552912.3524985886,4345,3,60.498230524851074,100.0
296,MIDDLETOWN,75623.11248,-98.88954073000002,866139.2086519998,-923.6612739499999,92595.6136693636,9,1,0.0,100.0
297,MILL VALLEY,351116.7571499999,-2175.2325800000003,3482772.443812799,-22285.332963400007,201556.05299972117,167,2,0.0,100.0
298,MILLBRAE,8982.12,-11.2896,105890.4,-124.608,26742.927123461443,7,1,0.0,100.0
299,MILPITAS,2343139.4620000003,-6695.181843,15066546.4665,-49402.207493999995,1064828.8868078883,83,2,47.45336156583549,100.0
300,MIRANDA,32788.08,-674.07299524,163940.4,-3370.36497569,19305.921591657167,2,1,0.0,100.0
301,MONTE RIO,5586.88202,-124.95541999999999,57259.945408,-1292.2545280000002,3554.5788804410154,8,1,0.0,100.0
302,MONTEBELLO,53804.32345599999,-80.02007719200002,329090.99651200004,-489.6076405199999,335482.7282089339,56,1,74.23650551345735,100.0
303,MONTEREY,973838.9200000002,-2409.5287,7086204.65486,-21508.6178,549308.5617654469,220,2,18.282081083800673,100.0
304,MONTEREY PARK,32555.958120000003,-48.409294248,162779.7906,-242.04647124000002,73514.00613022865,7,1,0.0,100.0
305,MONTROSE,6707.6,0.0,80491.2,0.0,4274.0950523359315,3,1,0.0,100.0
306,MOORPARK,4046.70924,-6.017280696,20233.5462,-30.08640348,9000.21196844578,1,1,0.0,100.0
307,MORAGA,22382.7997683,-289.7629,307075.00522,-3888.352,17839.43470580403,12,1,0.0,100.0
308,MORENO VALLEY,47477.531232,-31.522327452000003,332092.85615999997,-157.61163726,68558.59846520155,13,2,0.0,100.0
309,MORGAN HILL,1445791.2876399995,-1764.2363914300001,13295818.6422708,-13876.659300100002,971916.5407712746,52,1,13.651130809509365,100.0
310,MORRO BAY,465176.92527859996,-1659.9491870209995,4830809.923242599,-17178.070264259997,231818.58585454666,530,2,0.0,100.0
311,MOSS LANDING,201024.49199999997,-249.651,1326416.8742999998,-1142.96229,67647.97368792314,8,2,0.0,100.0
312,MOUNTAIN VIEW,811027.5319999997,-1709.8438699999997,7155714.889799999,-16030.682569999999,443197.0992644925,468,2,9.43216193591067,100.0
313,MURPHYS,1480.0,0.0,17760.0,0.0,2311.2393844479,1,1,0.0,100.0
314,MURRIETA,221668.11696000004,-35.14043106,2377502.2547999998,-175.7021553,327685.525295775,92,1,27.634528013036235,100.0
315,MYERS FLAT,5971.5,-41.744,31959.06,-223.40910000000002,2135.140743766493,8,1,0.0,100.0
316,NAPA,972141.708349,-3016.6406797100003,10111662.984491296,-27128.9963839,541770.2780674326,522,4,9.113311684892384,100.0
317,NEVADA CITY,34217.662399999994,-185.72928000000002,257741.27875700002,-1346.6347351,38106.14483772545,22,1,0.0,100.0
318,NEWARK,164866.04627499988,-621.5324500000004,1559238.2794299996,-9861.468675700004,133699.78299810822,203,1,18.007977067257887,100.0
319,NEWBURY PARK,38111.84065600001,195.67699221499998,379797.70328,3285.084961076,107260.03255646935,4,1,0.0,100.0
320,NEWCASTLE,10047.831,-49.230160056,113052.93299999999,-538.7185202799999,11806.319865700822,12,1,18.369912423202248,100.0
321,NEWMAN,90273.05,0.0,1078940.4,0.0,22324.456080883647,152,2,0.0,100.0
322,NEWPORT BEACH,1053221.131616001,-2.121090653,12616515.718080001,-10.605453264,531492.1605142234,233,1,97.31939456588839,100.0
323,NEWPORT COAST,213.2,0.0,2558.4,0.0,4322.460379614582,3,1,3.08922159805866,100.0
324,NICE,171415.32539999997,-1678.04613,1989659.7722,-19730.429353800002,130869.35418964889,7,1,0.0,100.0
325,NIPOMO,126985.92691000001,-521.13995932,1183866.4543412,-4744.3717983100005,53811.22122470147,181,2,0.0,100.0
326,NORTH FORK,30283.227000000003,-280.196999967,309023.28261,-2488.33628983,14573.82412697631,5,1,0.0,100.0
327,NORWALK,90084.23020800002,-11.025099202,973410.4598399999,-70.431016392,126855.28761582766,14,1,68.13909341658028,100.0
328,NOVATO,570361.8468001992,-4369.239403499997,4316945.221262396,-31276.506483999954,373166.0310075516,787,3,5.539881043572759,100.0
329,OAK PARK,1367.1315,-2.0328651,6835.6575,-10.1643255,3040.61215150195,1,1,0.0,100.0
330,OAKDALE,166623.9060000011,-797.7112999999999,2062230.1510999913,-11261.884999999998,224515.8979603127,232,2,47.76355354661747,100.0
331,OAKHURST,279136.10400000005,-887.4230037190001,2895084.01064,-7318.590928589999,105917.59578644781,23,1,48.136764876283245,100.0
332,OAKLAND,2084728.9839315987,-11437.703049970025,18818659.841899604,-107070.13627232963,1364188.9258368672,1316,3,5.288435814254723,100.0
333,OAKLEY,75274.12800000001,-32.258399999999995,307389.764,-275.9868,24443.48136112575,24,1,87.5422444424823,100.0
334,OCCIDENTAL,40319.78047,-562.0955332999998,312792.2764096,-2942.5246922,15807.493279014083,5,1,0.0,100.0
335,OCEANO,119861.46984599999,-1037.624959579,1277799.268655,-10063.95661889,43327.98666301115,228,2,0.0,100.0
336,OJAI,2260.32408,-3.361003632,11301.6204,-16.80501816,5027.145423816562,2,1,0.0,100.0
337,OLIVEHURST,143918.059,-265.9833,1664840.0136000002,-3896.0280000000002,55128.4628558843,396,2,0.0,100.0
338,ORANGE,924385.7700000001,-14.304086346000004,10948084.261519995,-87.92010708200002,525621.016353828,330,1,91.73783676640153,100.0
339,ORANGE COVE,81400.53169999999,-4.8158110910000005,826659.1184999999,-24.079055459000003,17670.797324121257,282,2,0.0,100.0
340,ORANGEVALE,2035.0,0.0,24420.0,0.0,141.2392483292494,11,1,0.0,100.0
341,ORCUTT,26141.82848,-109.72308000000001,231679.95959539997,-931.5988675999997,7853.584084076963,28,2,0.0,100.0
342,ORICK,15342.4656,-97.52309382,76712.328,-487.6154691,12688.24332882043,4,1,0.0,100.0
343,ORINDA,81063.05800000002,-443.8593599999999,540442.1574,-2805.2222331999997,44397.59025175038,60,1,71.70677214460908,100.0
344,ORLAND,116257.37256000002,-17.2809,1395088.4707199999,-207.3708,51290.59580894845,7,2,0.0,100.0
345,ORLEANS,1526.247,-5.975099802000001,7631.235,-29.87549901,988.033590816736,1,1,0.0,100.0
346,OROVILLE,166775.5130000014,-441.69653000000005,1962276.6455999832,-6483.279960000001,252423.55590709773,374,4,21.98726941508821,100.0
347,OXNARD,78918.137088,-52.929578150999994,394590.68544000003,-264.647890752,381382.8707039146,16,1,0.0,100.0
348,PACHECO,49161.732240000005,-139.90896999999998,365392.88988279994,-1036.8086593000003,26635.786310860207,21,1,0.0,100.0
349,PACIFIC GROVE,385017.36048000003,-3034.8031399999995,3121277.9762899997,-23499.187699999995,226263.20701722565,76,2,38.46174573161079,100.0
350,PACIFICA,557137.0684400001,-5036.417149999999,4769443.976786799,-42220.597367499984,240841.80012683867,47,2,6.237806580510964,100.0
351,PAICINES,9383.427000000001,-49.86,60269.03838,-271.68354,5802.60956969216,3,1,0.0,100.0
352,PALERMO,9961.9,-3.371,119542.8,-40.452,10351.023847156484,7,1,0.0,100.0
353,PALO CEDRO,45701.575,-308.5310000000001,499030.1400000001,-3248.5559999999996,50940.91918042496,18,1,0.0,100.0
354,PALOS VERDES ESTATES,25945.24824,-7.152514992,236692.0512,-35.76257496,41234.007446221876,3,2,0.0,100.0
355,PARADISE,59555.72100000001,-272.56799981,644014.2084800001,-2631.770529053,62029.46290826358,108,2,19.125499265671294,100.0
356,PARLIER,264534.39900000003,-704.7629989939999,2881507.50234,-6786.58004497,95709.06837331974,397,2,0.0,100.0
357,PASO ROBLES,2113505.7154007503,-6094.042969858,22085014.04535801,-64526.50108383602,938141.0339430091,2395,3,12.464209649914707,100.0
358,PEARBLOSSOM,26625.24,0.0,319502.88,0.0,12295.3494930107,1,1,0.0,100.0
359,PENN VALLEY,65478.680100000005,-188.865229603,723561.1625,-2032.47938802,56873.97793785455,38,3,35.39346430938904,100.0
360,PENNGROVE,21653.057759999996,-172.27299,237786.15915720002,-1795.3090353,10786.199085773571,5,1,0.0,100.0
361,PENRYN,3975.295,-24.071,16167.502110000001,-124.72104,4720.944976296658,6,1,0.0,100.0
362,PETALUMA,2810015.0023310008,-7295.021819010003,30969222.84676121,-75603.92864987989,1236508.120120632,3986,4,2.9420621073758717,100.0
363,PETROLIA,4555.868399999999,-47.49120021,36450.342000000004,-237.4560011,4326.554921116152,4,1,0.0,100.0
364,PHILLIPSVILLE,3275.7999999999997,-22.889,17115.24,-119.5836,2894.0446109499558,6,1,0.0,100.0
365,PHILO,0.0,0.0,0.0,0.0,1378.17998777122,1,1,0.0,100.0
366,PINE GROVE,32489.106758000005,-233.11262,360266.7129072,-2508.177264,29449.301651174377,9,1,0.0,100.0
367,PINEDALE,33818.850000000006,0.0,357617.232,0.0,10712.65026290233,3,1,0.0,100.0
368,PINOLE,218572.891472,-1089.17351,2585512.7043000003,-14385.6515579,116373.60558813273,533,3,0.0,100.0
369,PIONEER,23859.192868,-260.26095,259593.7978272,-2732.9526,22413.8678229316,9,1,0.0,100.0
370,PISMO BEACH,362797.047912,-1754.3374299999998,4040545.298697199,-16665.9515526,169250.79110407495,656,2,0.0,100.0
371,PITTSBURG,1527778.761920001,-841.8202984100003,11691561.934639998,-7013.946828000004,772467.725703293,167,1,85.6891981341551,100.0
372,PLACENTIA,12350.217247999999,-9.667683917999998,126525.64624,-95.029779588,7081.374944700933,13,1,0.0,100.0
373,PLACERVILLE,243098.75052,-1041.3577163600003,2733856.979699999,-11546.071361760001,181428.23714054472,35,1,2.421010491446288,100.0
374,PLANADA,30163.306999999997,-205.6496,453665.09199999995,-3290.1736,50732.19960788862,55,2,31.788515085676543,100.0
375,PLEASANT GROVE,1480.0,0.0,17760.0,0.0,104.90401615059059,8,1,0.0,100.0
376,PLEASANT HILL,296109.3245030002,-1240.97846,2643449.37376,-12648.153935899996,186954.17668316158,387,1,5.791244754671343,100.0
377,PLEASANTON,139288.18017999973,-296.0055378099998,1496798.517699999,-4312.693381549999,143059.01882940604,345,4,8.827637861783696,100.0
378,PLYMOUTH,67219.74896000001,-649.114239914,709873.2288959998,-6790.459943571,60011.400581385526,8,1,0.0,100.0
379,POINT ARENA,34590.424462,-213.85213,344444.24294534,-2069.7742558,18564.468660305945,15,1,0.0,100.0
380,POINT REYES STATION,69662.47732,-474.77482999999995,818851.8078,-5599.1507599999995,30087.858559233053,8,2,0.0,100.0
381,POLLOCK PINES,5520.683520000001,-32.49909,66248.20224,-389.98908,4130.833048127221,1,1,0.0,100.0
382,POMONA,642929.2,0.0,7715150.4,0.0,437328.293470444,16,1,100.0,100.0
383,PORT HUENEME,8145.409104000001,-5.463041623,40727.04552,-27.315208116,17986.797349508,4,1,0.0,100.0
384,POTTER VALLEY,1564.92,-8.4456,18779.04,-101.3472,986.9941371379961,1,1,0.0,100.0
385,QUAIL VALLEY,220.643136,-0.19211169600000005,1103.21568,-0.96055848,1275.9273133131599,1,1,0.0,100.0
386,QUINCY,40911.14603,-405.33876983,462245.86004999996,-4602.579329149998,32652.81939015531,5,1,0.0,100.0
387,RANCHO MIRAGE,522163.032876,-7.199082971000001,5986181.849112,-39.304986783,162492.741013013,17,1,62.880554835037806,100.0
388,RANCHO PALOS VERDES,40073.523704,-41.323249223000005,354917.11852,-206.61624611599999,103230.32918467937,8,1,0.0,100.0
389,RED BLUFF,1138255.5614000002,-2187.4452856020002,13475583.830699995,-25650.925018050006,540779.8047994573,502,3,16.022493500001026,100.0
390,REDCREST,1465.0,0.0,17580.0,0.0,72.4891886006638,5,1,0.0,100.0
391,REDDING,15178.785,-62.376760000000004,99482.29425,-384.5253,15690.88624621123,4,1,0.0,100.0
392,REDONDO BEACH,128353.87771199999,-0.04932769,590457.25656,-0.246638448,82175.29284589768,10,1,0.0,100.0
393,REDWAY,33253.0771,-233.24840044999996,238904.20668,-1883.35698231,29057.535009716274,16,1,0.0,100.0
394,REDWOOD CITY,613922.9823999997,-1408.1654100000003,6058687.08122,-13959.430614000003,363160.67415549146,646,3,3.795860898620789,100.0
395,REDWOOD VALLEY,35722.380959999995,-334.60155273,368080.6853844,-3760.2920287,41437.17454598619,9,1,41.52790927832093,100.0
396,REEDLEY,316862.41778,-858.105002243,3349245.6161462,-8849.839180263001,112370.05257411423,876,2,17.326417395586247,100.0
397,RICHMOND,2209539.8329589227,-11929.83564306602,22486985.92428286,-126294.32483494743,1633195.4966760755,2597,2,11.43691966128558,100.0
398,RIO DELL,79496.18000000001,-740.625,1162598.88,-11850.0,87302.57075806629,150,2,0.0,100.0
399,RIO OSO,13562.835,-77.28659999999999,154623.85199999998,-878.8968,12948.368073095658,2,1,0.0,100.0
400,RIO VISTA,1112211.8804399997,-4065.706457669999,11231222.269578999,-36585.282218298016,555614.139332858,401,3,13.810667243567714,100.0
401,RIPON,86051.1,-263.8497,727289.04,-4221.5952,76590.1108950433,4,1,0.0,100.0
402,RIVERBANK,193445.03700000004,-476.5489999999999,2405110.8808,-5999.5055999999995,79430.71915239438,348,2,0.0,100.0
403,RIVERDALE,13549.68,0.0,144175.68,0.0,7512.07846763229,1,1,0.0,100.0
404,ROCKLIN,674270.4624600001,-480.15615250100007,7873505.584103998,-4526.936764519999,296237.19086950715,1024,4,2.5658866554066027,100.0
405,RODEO,26380.777926,-232.56352,285460.35191,-3095.346328,18751.596870332876,251,1,0.0,100.0
406,ROHNERT PARK,796559.6046479904,-3060.1282856199987,8999738.481824975,-33648.041701400034,421318.11823910393,1889,1,23.164927308606554,100.0
407,ROLLING HILLS,1949.014368,-1.307183774,9745.07184,-6.535918872000001,6250.54379374559,1,1,0.0,100.0
408,ROLLING HILLS ESTATES,9377.932175999998,-5.450709701,55646.03087999999,-27.253548504,36732.425713111945,8,2,0.0,100.0
409,ROSEMEAD,32452.244876,-78.085817868,164129.813692,-396.35534514799997,3965875.057911299,58,25,0.0,40.41842836108658
410,ROSEVILLE,2610.0,0.0,31320.0,0.0,130.06606296773552,9,1,0.0,100.0
411,RUTHERFORD,99945.52284300001,-560.9875299999999,1016836.8173055999,-5643.124679100001,41871.404995742094,12,1,0.0,100.0
412,SACRAMENTO,29903.0,0.0,358836.0,0.0,16421.66872826938,162,2,0.9071779838500847,100.0
413,SAINT HELENA,95324.37965500001,-369.0733598279999,888594.7396294,-3824.0978339200005,43824.567398455336,31,1,0.0,100.0
414,SALINAS,5466769.433152999,-30800.980081100985,48946286.9383606,-249406.93855186985,3053607.51532291,726,3,19.258314659625274,100.0
415,SAMOA,46813.5023,-580.00140324,409526.00124,-5063.630416,30994.776273385818,4,2,25.18660664191698,100.0
416,SAN ANSELMO,263893.88115,-861.9945089000003,2758645.631758,-5929.989570900002,229761.95310605643,140,1,0.0,100.0
417,SAN ARDO,320.0,0.0,3840.0,0.0,14.9123142335921,1,1,0.0,100.0
418,SAN BERNARDINO,223875.53999999998,0.0,1740303.4500000002,0.0,90805.97866653228,2,2,0.0,100.0
419,SAN BRUNO,132328.86812,-79.70582000000002,1181047.5289564,-635.7174854,119661.54054166627,232,1,0.0,100.0
420,SAN CARLOS,863095.4913999998,-1899.4545000000003,6116929.74947,-12843.391500000003,402278.19411848247,43,2,16.26497369451931,100.0
421,SAN DIEGO,0.0,0.0,0.0,0.0,20892804.109584592,104,8,0.0,0.0
422,SAN FRANCISCO,13683306.827450613,-49845.39894826199,126340607.21199933,-502719.1500263918,33332781.09518979,2566,10,1.7252794002956262,41.96348639720402
423,SAN GABRIEL,19004.4,0.0,62714.52,0.0,4752.8967985419,1,1,0.0,100.0
424,SAN GERONIMO,7242.578,-39.1026,42349.488000000005,-207.1854,3574.0553532295135,7,1,0.0,100.0
425,SAN JACINTO,9691.655944,-8.460604384,52094.99975060001,-45.62073142199999,121099.35904368311,8,1,0.0,100.0
426,SAN JOAQUIN,48075.04,0.0,572295.36,0.0,7945.808504222377,202,2,0.0,100.0
427,SAN JOSE,8691236.961088164,-28823.86169413202,76496064.36596544,-240695.72368785884,4926402.336657596,4821,4,46.85272528283606,100.0
428,SAN JUAN BAUTISTA,148144.247,-771.2099999999999,1103996.7629399998,-4608.93303,83644.50286185447,91,3,0.0,100.0
429,SAN LEANDRO,1444334.551050001,-4319.624039311001,15780609.469235163,-48941.90848964971,966954.5271850313,3751,3,1.9876792658533124,100.0
430,SAN LORENZO,59093.48569900001,-344.34625059999996,486636.66343,-2684.5058151000003,38864.77771334931,39,1,0.0,100.0
431,SAN LUIS OBISPO,622925.4062000001,-2636.9394086789994,6183510.19953596,-27275.680562465008,277676.4409353425,626,3,5.467203328097341,100.0
432,SAN MARINO,32779.5,0.0,393354.00000000006,0.0,21210.96697030916,18,1,0.0,100.0
433,SAN MARTIN,610856.5,-305.36859999999996,6108565.0,-3053.686,463943.7159084452,11,1,0.0,100.0
434,SAN MATEO,1578122.9502499998,-1849.1347536600006,16625625.621630004,-18640.430938359998,739052.3031228535,3753,3,6.673942036616776,100.0
435,SAN MIGUEL,33526.18364,-69.34697874,358216.32983959996,-457.9125522,8273.530273407305,106,2,0.0,100.0
436,SAN PABLO,321706.5062860002,-2595.9494999999984,3577423.4927655924,-32363.615166600026,200685.92062150178,328,2,0.0,100.0
437,SAN RAFAEL,1119960.678705097,-5323.611967196987,11473788.435534416,-49703.23499487962,875477.2002786511,3558,2,26.310029776915467,100.0
438,SAN RAMON,517024.39000000065,-562.051305,5855840.390000008,-6601.285380000004,149317.13506832457,2142,2,1.70485719625653,100.0
439,SAN SIMEON,98975.51735,-649.3605899999999,1092222.9464244999,-8973.042420400003,50719.77561306434,47,2,0.0,100.0
440,SAND CITY,158906.548,-428.7434,1713906.4552699998,-4009.65712,103964.80781237638,14,1,13.235919202422203,100.0
441,SANGER,337088.14699999994,-506.6696,3664679.4388,-7893.622799999999,100033.94019508037,785,2,0.0,100.0
442,SANTA ANA,1236913.9005221,-1392.642,11305834.871021999,-11209.464,660939.0923205796,33,1,96.4702478755687,100.0
443,SANTA BARBARA,411744.33265600004,-203.66835695900002,3338520.0561148003,-1643.537550522,747495.3978034545,137,3,28.910336175666306,100.0
444,SANTA CLARITA,11225.8,0.0,134709.6,0.0,6543.937514692394,5,1,0.0,100.0
445,SANTA CRUZ,2629816.7594100004,8547.487365927002,18865260.793312795,23259.57596032999,1463472.8303189732,263,4,53.462821325451046,100.0
446,SANTA MARGARITA,4618.12752,-18.558090018,54261.66672,-218.052090092,3114.482086142869,2,1,0.0,100.0
447,SANTA MARIA,4346289.789880022,-11881.492329602004,46065883.160184905,-116113.368258189,1681966.2980591848,2646,3,3.487358422532373,100.0
448,SANTA MONICA,1048313.9622769996,-78.38151497700002,11700812.50063599,-417.58128069400004,1017249.8691822542,212,2,60.74468547201079,100.0
449,SANTA NELLA,185.0,0.0,2220.0,0.0,117.287420280135,1,1,0.0,100.0
450,SANTA PAULA,33680.044780000004,-26.231068411999996,281006.36389999994,-131.65131806,53051.10027704887,18,1,27.40905088658704,100.0
451,SANTA ROSA,7937848.786347591,-23056.09923691599,88833306.89594042,-235916.4788407902,3415741.143693363,11014,5,3.089814525356159,100.0
452,SANTA YNEZ,1850.0,0.0,22200.0,0.0,128.399316662954,10,1,0.0,100.0
453,SARATOGA,231117.26257999998,-432.24199999999996,1887732.6215400002,-3501.3187,103323.8452606286,207,2,58.727212557678456,100.0
454,SAUSALITO,101756.122684,-649.9714700000002,997912.33621,-6207.646640000001,92215.04445757381,75,1,0.0,100.0
455,SCOTIA,40224.4329,-656.1536999499999,319022.91789999994,-5119.1092997,28432.24261353651,8,1,0.0,100.0
456,SCOTTS VALLEY,462066.2069999998,-1969.5531954999997,3436024.481659999,-12961.167576999997,220525.37630080638,54,1,51.51340077293787,100.0
457,SEASIDE,1117590.3995800007,-3232.71804,10719622.6815526,-27912.133943599998,542886.48705851,1254,2,65.81169469218558,100.0
458,SEBASTOPOL,348052.300178,-1982.3819500000004,3797213.7401878997,-21170.978443399996,186586.0433395456,167,1,0.0,100.0
459,SELMA,180001.96200000003,-39.26700000000001,2024077.5342,-408.3768,100866.21721045785,1036,1,0.0,100.0
460,SHAFTER,1043188.8588100002,-5034.048770694,9858536.075505098,-47979.05647745899,428008.1033833564,104,1,5.313099097596255,100.0
461,SHINGLE SPRINGS,158718.38035999998,-474.5546100000001,1803195.3843600003,-4985.26072,113514.30186987034,19,1,0.0,100.0
