city,dac_proportion,ces_score_median,ces_percentile_median,Total Tax Revenue,Average Tax Revenue,median_household_income_usd,total_population
IRVINE,0.0294117647058824,15.572820325088001,26.674233825198602,630558569.0,210186189.66666663,108943.0,261711
ISLETON,0.0,31.0173162136422,61.30659603985371,2432600.0,810866.6666666665,40395.0,1514
JACKSON,0.0,23.257549086885298,45.756085256652796,8889475.0,2963158.333333333,65244.0,3152
JAMESTOWN,0.0,23.5008742902949,46.5254130407366,,,61163.0,13181
JAMUL,0.0,12.998503677418801,20.027746247950603,,,124464.0,19771
JANESVILLE,0.0,7.4244415187267006,7.289696052465629,,,92888.0,3240
JOSHUA TREE,0.0,14.1354017461743,23.073527557069003,,,34306.0,8864
JULIAN,0.0,14.7393547843975,24.492369781813604,,,58558.0,2223
KELSEYVILLE,0.0,15.4990509095312,26.5985622398789,,,62384.5,9457
KERMAN,1.0,46.0438331534453,84.3107579770463,15764892.0,5254964.0,61776.0,22144
KETTLEMAN CITY,1.0,50.2414806333629,89.0402320595283,,,52181.0,4101
KING CITY,0.0,26.324342782469202,52.5160802118805,19869920.0,6623306.666666668,48178.0,13528
KINGS BEACH,0.0,9.41152194178514,12.120065582040601,,,58094.0,4202
KINGS CANYON NATIONAL PK,0.0,19.1398729755441,36.158405851935896,,,64156.0,6101
KINGSBURG,0.666666666666667,43.1772773846103,80.35061167864801,17653091.0,5884363.666666668,62808.0,16545
KLAMATH,0.0,16.8448507855909,29.9785597174927,,,38977.0,1251
KORBEL,0.0,18.947222278023,35.6287047546979,,,43125.0,4675
KYBURZ,0.0,,,,,,94
LA CANADA FLINTRIDGE,0.0,7.11482780690287,6.77260688611426,40055734.0,13351911.333333336,167043.0,20521
LA CRESCENTA,0.0,16.1618200115608,28.2002774624795,,,110792.0,26640
LA HABRA,0.384615384615385,36.47332135002829,70.7403203430445,110309736.0,36769912.0,74688.0,64062
LA JOLLA,0.0,6.367289091603429,5.397906419472821,,,97395.0,47801
LA MESA,0.0,19.1201725053913,36.07012233572961,128013974.0,42671324.66666666,68484.0,80976
LA MIRADA,0.2,20.9298338512424,40.616723420355704,101176500.0,33725500.0,99029.0,48764
LA PALMA,0.0,17.2886617666329,31.0505738428553,30352410.0,10117470.0,111169.0,14476
LA PUENTE,0.708333333333333,44.960022313971,82.77840837432208,39263727.0,13087909.0,69944.0,116524
LA QUINTA,0.0,9.53924443137863,12.2209610291336,131441065.0,43813688.333333336,65565.5,34116
LA VERNE,0.0,24.9674665711207,49.829738933030605,67003860.0,22334620.0,78000.0,34225
LADERA RANCH,0.0,3.84178489965413,1.70261066969353,,,168313.0,27000
LAFAYETTE,0.0,3.73649516974859,1.6143271534872,46623270.0,15541090.0,188247.0,29449
LAGUNA BEACH,0.0,6.75036199749655,6.15462227266995,176621273.0,58873757.66666666,146472.0,38088
LAGUNA HILLS,0.0,13.003112665211198,20.0403581788372,59100612.0,19700204.0,125709.0,22922
LAGUNA NIGUEL,0.0,7.0580550289850095,6.67801740446463,113043086.0,37681028.66666666,111727.0,67181
LAGUNA WOODS,0.0,19.866797347421898,37.9871358304957,15770941.0,5256980.333333333,45000.0,19870
LAKE ARROWHEAD,0.0,17.4515765349545,31.580274940093304,,,79053.0,4121
LAKE ELSINORE,0.18181818181818202,26.750617338610702,53.449363097490206,80070282.0,26690094.0,57461.0,76453
LAKE FOREST,0.0,20.197660500610603,38.8195232690125,177702061.0,59234020.33333334,113877.0,62999
LAKE HUGHES,0.0,5.8336122675701,4.35111615588347,,,63211.0,1631
LAKEHEAD,0.0,13.1427189258934,20.4817757598688,,,49265.0,1670
LAKEPORT,0.0,21.679535330970502,42.4139235716988,14063969.0,4687989.666666667,48806.0,16029
LAKESIDE,0.0,17.2333799400262,30.886618741329304,,,86176.0,49334
LAKEWOOD,0.111111111111111,21.4432562138325,41.713961407491496,110917660.0,36972553.333333336,93614.0,83312
LAMONT,0.33333333333333304,31.8177436918935,62.769580022701504,,,43278.0,17003
LANCASTER,0.0263157894736842,22.2693496911858,43.6120570059277,229597335.0,76532445.0,55375.5,183225
LANDERS,0.0,22.960664511340603,45.289443813847896,,,33130.5,5539
LARKSPUR,0.0,5.40625456558443,3.7079076806659104,55367046.0,18455682.0,122685.0,5857
LATHROP,1.0,55.7089023499701,93.66881069491741,79758865.0,26586288.33333333,87149.0,28172
LATON,1.0,40.4218557224456,76.6553159288687,,,37917.0,3407
LAWNDALE,0.5,40.447061662589,76.5481145163325,41197250.0,13732416.666666664,60346.0,32819
LE GRAND,1.0,39.483477140944,75.20494387690759,,,48806.0,2345
LEBEC,0.0,16.168782801761,28.2255013242527,,,59028.0,620
LEGGETT,0.0,16.1775621012888,28.2759490477992,,,38274.0,3542
LEMON GROVE,0.0,24.0871498187186,47.8748896456048,39656851.0,13218950.333333336,66472.0,27977
LEMOORE,0.33333333333333304,35.1270223670186,68.5647622651028,22979971.0,7659990.333333332,58399.0,37546
LEWISTON,0.0,10.6892108946537,14.7181233446841,,,44310.5,6613
LINCOLN,0.0,8.71910500089739,10.3039475343675,54217702.0,18072567.33333333,87333.0,52810
LINDEN,0.0,22.2607971311336,43.5868331441544,,,87554.0,5944
LINDSAY,0.25,37.913411152736295,73.0167738680792,16787161.0,5595720.333333333,33603.0,18018
LITCHFIELD,0.0,20.5183657632201,39.639298776642704,,,56964.0,9280
LITTLEROCK,0.0,22.9902450120275,45.2831378484046,,,53484.5,14024
LIVE OAK,0.0,27.4553170463271,54.7357800479253,8051602.0,2683867.333333333,59359.0,14220
LIVERMORE,0.0,15.983596677720302,27.6831882961281,278185345.0,92728448.33333331,128963.0,99939
LIVINGSTON,1.0,44.4721415961496,82.21717744986759,15642992.0,5214330.666666667,55500.0,18171
LLANO,0.0,16.3793903680306,28.729978559717498,,,53830.0,3926
LOCKEFORD,0.0,23.0756934054601,45.352503468281,,,63287.0,2902
LODI,0.2,29.5655779313659,58.5067473830244,125319316.0,41773105.333333336,58379.0,87881
LOLETA,0.0,27.5470879018417,54.912347080338,,,42407.0,4606
LOMA LINDA,0.666666666666667,44.4991967733144,82.25501324252741,42387791.0,14129263.666666664,38018.0,16018
LOMITA,0.0,25.3610921360184,50.5107832009081,22400778.0,7466926.0,72714.0,19694
LOMPOC,0.0,19.930163480418397,38.1510909320217,54639791.0,18213263.666666668,66845.0,60288
LONG BARN,0.0,22.3822579518575,43.252616975658995,,,59479.5,10174
LONG BEACH,0.52212389380531,42.9152766079835,80.0542313028125,1371076040.0,457025346.6666667,60616.0,476520
LOOMIS,0.0,9.42844474718948,11.697565897338901,13260857.0,4420285.666666667,104185.0,16427
LOS ALAMITOS,0.0,19.1496639367576,36.196241644595794,31723996.0,10574665.333333334,109444.0,26297
LOS ALTOS,0.0,3.85707560192716,1.7278345314667698,103229406.0,34409802.0,215250.0,47624
LOS ANGELES,0.607594936708861,44.870346264141105,82.6396771345693,14545311557.0,4848437185.666667,48767.0,2484718
LOS BANOS,0.8,50.5343925987854,89.36814226258042,57896757.0,19298919.0,55719.0,43374
LOS GATOS,0.0,4.91010588949814,3.0646992054483504,92527652.0,30842550.66666667,167875.0,49210
LOS OLIVOS,0.0,9.15616622161136,11.1867826964308,,,99583.0,2620
LOS OSOS,0.0,6.53661211701511,5.72581662252491,,,76587.0,15829
LOS PADRES NTL FOREST,0.0,17.5414512257382,31.7946777651658,,,53355.0,1050
LOST HILLS,1.0,48.634558879961396,87.41329297515449,,,35560.0,2635
LOWER LAKE,0.0,17.7809443963952,32.4820279984866,,,34567.5,7286
LUCERNE VALLEY,0.0,30.2449684467703,59.856223987892506,,,48096.0,8842
LYNWOOD,1.0,52.074628837898,90.8311262454282,98449996.0,32816665.33333333,57386.0,69438
LYTLE CREEK,0.0,18.6074398646636,34.7458695926346,,,46974.0,1858
MC FARLAND,1.0,41.961803265241706,78.6858368016143,,,37492.0,30118
MC KITTRICK,1.0,41.5842215504105,78.32009080590241,,,59792.0,3358
MI WUK VILLAGE,0.0,14.468683101167901,23.634758481523498,,,65625.0,5933
MACDOEL,0.0,15.5443101567604,26.579644343549,,,32089.5,2787
MADERA,0.615384615384615,41.8354678211335,78.55971749274809,80065732.0,26688577.33333333,59471.0,103572
MAGALIA,0.0,15.4562665321908,26.3715474839198,,,55908.0,8458
MALIBU,0.0,9.40351203161274,11.8047673098751,77629687.0,25876562.33333333,149026.0,19438
MAMMOTH LAKES,0.0,13.8763929314831,22.159162567789103,104057653.0,34685884.333333336,59620.0,8169
MANHATTAN BEACH,0.0,5.22204174556419,3.5061167864800096,154644150.0,51548050.0,169612.5,35500
MANTECA,0.666666666666667,42.370855231012996,79.392104931265,143409231.0,47803077.0,69864.0,83541
MARCH AIR RESERVE BASE,1.0,69.1503473747241,99.1550006305965,,,43556.0,4721
MARICOPA,0.0,28.3247336999631,56.6780174044646,873275.0,291091.66666666674,39653.0,1521
MARINA,0.25,25.6253402106302,51.141379745239,56765434.0,18921811.33333333,70964.0,16685
MARINA DEL REY,0.0,21.8866975437217,42.7103039475344,,,117151.5,24033
MARIPOSA,0.0,13.4660049796646,21.188043889519502,,,64432.0,10285
MARKLEEVILLE,0.0,11.343356773265901,15.853197124479802,,,63750.0,1039
MARTINEZ,0.0769230769230769,21.2269924104003,41.4680287552024,85135534.0,28378511.33333333,98365.0,58611
MARYSVILLE,0.25,33.6095592077413,66.0675999495523,21311139.0,7103713.0,49710.0,39064
MATHER,0.0,37.3831897440486,72.34203556564509,,,86486.0,4156
MAYWOOD,1.0,53.160411856097205,91.6761256148316,28717249.0,9572416.333333334,43214.0,27332
MCARTHUR,0.0,15.0442038189893,25.356287047547003,,,45421.0,4237
MCCLELLAN,1.0,52.068349925804995,90.8059023836549,,,37448.0,5067
MCKINLEYVILLE,0.0,9.415367274377289,11.8678269643082,,,59089.0,17843
MEADOW VISTA,0.0,8.485040080154612,9.685962920923188,,,89231.0,4875
MECCA,1.0,45.6588286370156,83.8062807415815,,,24956.0,11044
MENDOCINO NTL FOREST,0.0,17.599033098411,31.9964686593517,,,54827.0,3376
MENDOTA,1.0,55.876892673003,93.77601210745371,9142290.0,3047430.0,32046.0,13415
MENIFEE,0.0,20.641485646287,39.904149325261706,116314465.0,38771488.333333336,95166.0,55591
MENLO PARK,0.0,5.861988930958169,4.46462353386303,157347711.0,52449237.0,147162.5,42424
MENTONE,0.0,26.8616342113874,53.61331819901629,,,60272.0,4182
MERCED,0.7619047619047621,46.7636411369364,85.1557573464497,120579712.0,40193237.333333336,42193.0,110611
MERIDIAN,0.0,34.459142756957,67.448606381637,,,54688.0,1499
MIDDLETOWN,0.0,12.3180649654559,18.438642956236603,,,68814.0,7108
MIDWAY CITY,0.0,37.2046759402566,72.00151343170641,,,58559.0,14338
MILL VALLEY,0.0,4.63707525111145,2.66111741707656,88223199.0,29407733.0,158869.0,31047
MILLBRAE,0.0,12.9878275745449,20.0908059023837,75050748.0,25016916.0,130798.5,22625
MILPITAS,0.0,20.6656722559134,40.011350737798,328947490.0,109649163.33333331,124015.0,78528
MIRA LOMA,0.28571428571428603,36.427538246904795,70.68987261949799,,,79130.0,43481
MISSION HILLS,0.0,29.6714456688255,58.7589860007567,,,82215.0,19137
MISSION VIEJO,0.0,9.20789897053019,11.2624542817505,172969104.0,57656368.0,130417.0,100766
MODESTO,0.6851851851851851,45.8211324744937,83.91978811956109,348784416.0,116261472.0,56791.5,300210
MODOC SHASTA KLAMATH FOR,0.0,11.622781857904199,16.546853323243802,,,36731.0,1261
MOJAVE,0.0,32.754783739107395,64.4343548997351,,,24510.0,3394
MONROVIA,0.111111111111111,20.8435002759352,40.3960146298398,112216187.0,37405395.66666666,80586.0,43966
MONTAGUE,0.0,16.1770806315468,28.263337116912602,1212896.0,404298.66666666674,46303.0,3939
MONTCLAIR,0.875,50.400686153468705,89.23571698827091,83258208.0,27752736.0,65292.5,47796
MONTEBELLO,0.8,42.1351376757519,78.96329928111992,140473768.0,46824589.33333334,58203.0,65023
MONTEREY,0.0,5.96895263856852,4.61596670450246,205769057.0,68589685.66666667,79146.0,28916
MONTEREY PARK,0.0666666666666667,31.143112987259897,61.520998864926206,123277197.0,41092399.0,63563.0,62542
MONTGOMERY CREEK,0.0,10.6880893628987,14.6172278975911,,,58000.0,5123
MONTROSE,0.0,21.254586116000898,41.581536133182,,,67407.0,5874
MOORPARK,0.0,16.4404349292281,28.9380754193467,49128477.0,16376159.0,126733.0,38234
MORAGA,0.0,1.72691622885039,0.2017908941859,25515269.0,8505089.666666666,186652.0,15733
MORENO VALLEY,0.511627906976744,39.3783449852808,75.0283768444949,278525697.0,92841899.0,67747.0,204601
MORGAN HILL,0.0909090909090909,18.0534046281367,33.3333333333333,110981465.0,36993821.66666666,115664.0,51712
MORONGO VALLEY,0.0,21.4293769139373,41.524782444192205,,,51213.5,10157
MORRO BAY,0.0,11.840650704286402,17.2152856602346,37129331.0,12376443.666666664,64250.0,10655
MOSS BEACH,0.0,10.3945152506039,13.9487955606003,,,105066.0,6108
MOSS LANDING,0.5,40.0723956254229,75.8166225249086,,,64050.0,10004
MOUNT SHASTA,0.0,12.207699119896601,18.098120822297897,,,44844.0,6544
MOUNTAIN CENTER,0.0,19.951982114551498,37.6150838693404,,,63923.0,5577
MOUNTAIN RANCH,0.0,15.1808524828282,25.5517719762896,,,43695.0,7496
MOUNTAIN VIEW,0.0,17.2260795988731,30.8929247067726,389768619.0,129922873.0,134183.0,74507
MURPHYS,0.0,10.016001243952099,13.3181990162694,,,48321.0,3560
MURRIETA,0.0,19.8981073043946,38.0628074158154,162953475.0,54317825.0,94861.0,127318
NAPA,0.0,16.769319484142198,29.789380754193502,234557175.0,78185725.0,86918.5,103365
NATIONAL CITY,0.42857142857142894,35.9126033437654,69.8070374574348,141529112.0,47176370.66666666,45989.5,64048
NEEDLES,0.0,32.565335511644,64.1064446966831,11700673.0,3900224.333333334,34841.0,4011
NEVADA CITY,0.0,17.619386775473,32.0343044520116,13977891.0,4659297.0,75250.0,19638
NEWARK,0.111111111111111,22.8409143189324,44.7597427166099,159247528.0,53082509.33333334,121156.0,55184
NEWBURY PARK,0.0,9.899188942998359,13.015512674990498,,,131289.0,44718
NEWCASTLE,0.0,8.68146201364846,10.1904401563879,,,86250.0,2979
NEWHALL,0.0,24.3894876179662,48.6063816370286,,,79241.0,38242
NEWMAN,0.5,41.7451845882975,78.37053852944891,8865452.0,2955150.666666666,57646.5,13682
NEWPORT BEACH,0.0,11.3283348883845,15.764913608273401,522199250.0,174066416.66666666,120057.0,71747
NEWPORT COAST,0.0,6.70726048574046,5.99697313658721,,,148583.0,13758
NICE,0.0,15.5542181438209,26.5733383781057,,,47472.0,2446
NICOLAUS,0.0,25.982390613991104,51.7845882204565,,,70500.0,2488
NIPOMO,0.0,15.2756256788588,25.766174801362098,,,84102.0,27744
NORCO,0.0,27.4305471230605,54.6853323243789,48506659.0,16168886.333333336,100222.5,28660
NORDEN,0.0,5.07023301618449,3.19081851431454,,,76971.0,1318
NORTH HIGHLANDS,0.0,31.819544246194702,62.782191953588104,,,49570.0,29135
NORTH HILLS,0.33333333333333304,36.6904253972625,71.27002144028249,,,69500.0,64740
NORTH HOLLYWOOD,0.7073170731707321,50.523538728150704,89.3555303316938,,,50064.0,154252
NORTHRIDGE,0.214285714285714,32.1939546617404,63.513683945012,,,65672.0,62367
NORWALK,0.857142857142857,44.748121166029904,82.49463992937321,136917106.0,45639035.33333334,71875.0,105858
NOVATO,0.0,9.770942403763199,12.5740950939589,103147717.0,34382572.333333336,117007.0,63616
NUEVO,0.33333333333333304,34.9382732559411,68.3818892672468,,,59500.0,15456
OAK PARK,0.0,5.24102395592414,3.48719889015009,,,143627.0,8355
OAK VIEW,0.0,14.5118324026632,23.937444822802302,,,89249.5,8617
OAKDALE,0.25,37.3263606398509,72.0204313280363,37414843.0,12471614.333333336,68176.0,28121
OAKHURST,0.0,14.890008968243999,24.8581157775255,,,61445.0,13760
OAKLAND,0.23148148148148198,26.6557826668719,53.285407995964206,2264363902.0,754787967.3333334,68606.0,407922
OAKLEY,0.166666666666667,31.870438894482103,62.8641695043511,50377267.0,16792422.333333332,91257.5,43415
OCCIDENTAL,0.0,8.15280718245015,8.84096355151974,,,80341.0,3848
OCEANO,0.0,18.7680113924437,35.1368394501198,,,70270.0,7033
OCEANSIDE,0.0,19.4092535040023,36.8457560852567,324409142.0,108136380.66666669,75463.5,179958
OJAI,0.0,11.668818481157802,16.9189052843991,24871173.0,8290391.0,77596.5,16740
OLIVEHURST,0.25,32.7576238046827,64.2451759364359,,,43601.5,28522
ONTARIO,0.941176470588235,49.8149236527724,88.65556816748649,693975998.0,231325332.66666663,66362.5,178589
ORANGE,0.0384615384615385,25.629923612118002,51.040484298146104,304186913.0,101395637.66666669,88268.0,143399
ORANGE COVE,1.0,45.711407132459996,83.77475091436492,6439408.0,2146469.333333333,28125.5,7179
ORANGEVALE,0.0,11.9166570408592,17.2972632109976,,,85862.0,37602
ORINDA,0.0,2.7015024949497004,0.731491991423887,44863212.0,14954404.0,224318.0,20468
ORLAND,0.0,23.6141438597266,46.6389204187161,13178976.0,4392992.0,49952.0,17308
OROSI,1.0,49.5640310812124,88.43485937697059,,,37088.0,9384
OROVILLE,0.0714285714285714,23.9251786237035,47.4145541682432,39649481.0,13216493.666666664,42954.0,56228
OXNARD,0.153846153846154,23.735969720861302,46.96683062176821,381462311.0,127154103.66666669,69703.0,220161
PACIFIC GROVE,0.0,3.21202504631524,1.1350737797956898,63178440.0,21059480.0,85889.5,15522
PACIFIC PALISADES,0.0,9.1331800024079,11.1615588346576,,,212386.0,23541
PACIFICA,0.0,9.97150864082282,13.210997603733098,79983029.0,26661009.66666667,125082.0,38984
PACOIMA,0.708333333333333,47.45967239794889,86.10165216294621,,,64438.5,106498
PAICINES,0.0,29.284335068081898,58.2040610417455,,,94327.0,3049
PALM DESERT,0.0,8.383990792074469,9.38327657964434,171037417.0,57012472.33333334,62337.0,63032
PALM SPRINGS,0.0,15.604166841451,26.749905410518302,343955881.0,114651960.33333331,60214.0,54648
PALMDALE,0.0,18.778830365497104,35.162063311893,252801450.0,84267150.0,60931.0,174630
PALO ALTO,0.10526315789473699,8.70025459485765,10.2408878799344,383998288.0,127999429.33333331,136544.0,94562
PALO CEDRO,0.0,4.59758573852378,3.1719006179846096,,,70226.0,6629
PALOS VERDES PENINSULA,0.0,5.3681238457529,3.6448480262328196,,,189427.5,23163
PANORAMA CITY,0.666666666666667,42.078814902495296,78.8750157649136,,,43495.5,72365
PARADISE,0.0,18.128792742273102,33.5351242275192,39461656.0,13153885.333333336,53125.0,20696
PARAMOUNT,0.9090909090909091,56.3346331205682,94.23634758481519,77912185.0,25970728.33333333,54179.0,54513
PARLIER,1.0,68.9784920912014,99.11716483793671,10535639.0,3511879.666666666,36395.0,9242
PASADENA,0.027027027027027,22.9578354279127,45.087652919662,586849681.0,195616560.3333333,83387.0,157148
PASO ROBLES,0.0,14.775908833325698,24.5554294362467,,,70402.5,42290
PATTERSON,1.0,46.0287042642887,84.2729221843864,35610327.0,11870109.0,71595.0,28730
PAUMA VALLEY,0.0,13.0437636834104,20.2169252112498,,,95164.0,6925
PEBBLE BEACH,0.0,6.161346409465111,4.9817127002144,,,141402.0,3991
PENN VALLEY,0.0,12.488528326304099,18.9305082608147,,,52500.0,5606
PENNGROVE,0.0,9.628344419389519,12.397528061546199,,,108370.0,5737
PENRYN,0.0,3.36204285608392,1.2864169504351102,,,86985.0,2546
PERRIS,0.615384615384615,42.7709636752701,79.8839702358431,184370818.0,61456939.33333334,59863.0,109675
PESCADERO,0.0,19.823244381459897,37.8988523142893,,,147545.0,3944
PETALUMA,0.0,17.0824822947681,30.558708538277198,118435446.0,39478482.0,90556.0,79601
PHELAN,0.0,14.979926303729698,25.059906671711396,,,62120.0,20372
PHILO,0.0,14.2266878108219,23.004161937192602,,,44896.0,3023
PICO RIVERA,0.7692307692307689,45.78108233907479,84.02068356665409,119086384.0,39695461.333333336,66116.0,64247
PILOT HILL,0.0,6.839655110241151,6.29335351242275,,,90994.0,5446
PINE GROVE,0.0,19.7237844722459,37.6592256274436,,,78352.0,4639
PINOLE,0.0,24.2442084818419,48.2784714339765,53486686.0,17828895.333333332,91866.0,17262
PINON HILLS,0.0,18.653486746156897,34.8593769706142,,,52357.0,7661
PIONEER,0.0,15.475164082670698,26.674233825198698,,,57032.0,5890
PISMO BEACH,0.0,7.939373970603911,8.27342666162189,63036643.0,21012214.33333333,84782.0,8161
PITTSBURG,0.5714285714285711,41.250752617335,77.76516584689121,92988794.0,30996264.66666667,62414.5,78759
PIXLEY,1.0,52.65793067032471,91.24731996468658,,,33504.0,5934
PLACENTIA,0.166666666666667,21.4392045959508,41.5626182368521,86022022.0,28674007.33333333,97163.5,56135
PLACERVILLE,0.0,15.3003345300504,25.923823937444897,28480303.0,9493434.333333334,66163.5,39151
PLAYA DEL REY,0.0,18.127508373145197,33.5225122966326,,,138929.0,12692
PLEASANT HILL,0.0,8.914923559215039,10.669693530079499,76834417.0,25611472.33333333,127916.5,32996
PLEASANTON,0.0,14.350048635967,23.281624416698197,331465720.0,110488573.33333331,159412.0,93374
PLYMOUTH,0.0,25.311388124240604,50.4098877538151,3299488.0,1099829.333333333,79375.0,5105
POINT ARENA,0.0,13.9090233685661,22.2096102913356,1126945.0,375648.33333333326,57558.0,4188
POINT MUGU NAWC,0.0,30.3026889263236,60.058014882078396,,,48155.0,2035
POINT REYES STATION,0.0,4.8331267240533204,2.9638037583553998,,,95441.0,1641
POLLOCK PINES,0.0,8.76327289399016,10.4300668432337,,,83115.0,12697
POMONA,0.7741935483870971,52.2649198829169,90.99508134695421,258915743.0,86305247.66666667,57650.0,152251
PORT HUENEME,0.0,28.716596901384897,57.270778156135705,28934474.0,9644824.666666666,64439.0,19861
PORT HUENEME CBC BASE,0.0,16.1168002806027,28.0237104300668,,,52727.0,2295
PORTER RANCH,0.0,18.735895305423398,35.0548618993568,,,125625.5,34254
PORTERVILLE,0.46153846153846206,39.688378548006796,75.5643839071762,76858668.0,25619556.0,42595.0,75022
PORTOLA,0.0,20.007909809827,38.2519863791146,2296307.0,765435.6666666665,53169.0,4409
PORTOLA VALLEY,0.0,6.978811377296361,6.558204061041749,14286017.0,4762005.666666667,237163.0,7148
POTTER VALLEY,0.0,16.4279115548473,28.8560978685837,,,59348.0,1869
POWAY,0.0,8.37468969335136,9.38958254508765,126283810.0,42094603.333333336,117856.0,44333
QUINCY,0.0,16.8163341161032,29.9281119939463,,,53581.0,5446
RAMONA,0.0,10.1613096287414,13.3560348089293,,,109508.5,40288
RANCHO CORDOVA,0.125,29.314383280847398,58.2355908689621,192261851.0,64087283.66666666,65921.5,69032
RANCHO CUCAMONGA,0.178571428571429,21.703751609652098,42.3634758481524,343237966.0,114412655.33333331,89000.0,176646
RANCHO MIRAGE,0.0,8.919009469850481,10.707529322739301,75260542.0,25086847.33333333,82097.0,17140
RANCHO PALOS VERDES,0.0,5.618139311436041,3.9727582292848997,89577373.0,29859124.33333333,143721.0,44864
RANCHO SANTA FE,0.0,5.9809745018036695,4.65380249716232,,,135990.0,4538
RANCHO SANTA MARGARITA,0.0,9.39980813783459,11.760625551772002,49267492.0,16422497.333333336,107389.0,36433
RAYMOND,0.0,12.8493818899991,19.7124479757851,,,55694.0,2161
RED BLUFF,0.0,25.6831351730616,51.0846260562492,28947329.0,9649109.666666666,40948.5,34100
REDDING,0.0,13.8437985568086,22.033043258922895,160494100.0,53498033.33333334,59235.0,109737
REDLANDS,0.2,29.6401451155796,58.6707024845504,164891744.0,54963914.66666666,75192.0,93523
REDONDO BEACH,0.0,12.3021064742044,18.3945011981334,197197476.0,65732492.0,111585.5,72275
REDWOOD CITY,0.0416666666666667,14.003655360692802,22.663639803253897,334832466.0,111610822.0,132742.0,121495
REDWOOD VALLEY,0.0,15.2828917431994,26.529196620002605,,,60312.5,10311
REEDLEY,0.857142857142857,47.793404981258895,86.5430697439778,23335581.0,7778527.0,44375.0,40225
RESCUE,0.0,4.99804518689714,3.91600454029512,,,131267.5,9409
RESEDA,0.375,38.0452445284536,73.237482658595,,,67302.5,84394
RIALTO,0.631578947368421,41.4865769924517,78.1435237734897,191595962.0,63865320.66666666,58785.0,103564
RICHMOND,0.5,38.486766881289604,73.3446840711313,518244183.0,172748061.0,58935.5,88242
RIDGECREST,0.0,18.956271619860303,35.653928616471205,37862877.0,12620959.0,68924.0,37182
RIO LINDA,0.0,22.0190841074355,43.006684323369896,,,67375.0,12856
RIO VISTA,0.0,38.6644469315739,74.0068104426788,15552814.0,5184271.333333333,68284.0,10676
RIPON,0.0,29.070208274442603,57.8761508386934,23370019.0,7790006.333333332,83600.0,17867
RIVERBANK,1.0,48.905259453095894,87.5772480766806,22223025.0,7407675.0,58165.5,16110
RIVERDALE,1.0,44.340867429461404,82.0658342792281,,,50434.0,5221
RIVERSIDE,0.517241379310345,40.4002048106698,76.60486820532229,681367606.0,227122535.3333333,68143.5,464021
ROCKLIN,0.0,7.61690350567392,7.57977046285786,123847771.0,41282590.333333336,94821.0,63112
RODEO,1.0,43.455023871970205,80.84247698322609,,,59567.0,6285
ROHNERT PARK,0.0,12.9358932572683,19.8637911464245,88150550.0,29383516.66666667,65119.0,38042
ROSAMOND,0.0,30.4749195527912,60.442678774120395,,,62114.5,28292
ROSEMEAD,0.5,39.6414039865453,75.4634884600833,59057151.0,19685717.0,61046.0,61315
ROSEVILLE,0.0,13.037381608561402,20.17908941859,319452085.0,106484028.33333331,88314.5,142410
ROUGH AND READY,0.0,6.66399170738226,5.97805524025728,,,64517.0,5783
ROWLAND HEIGHTS,0.0,17.787375870367697,32.6270652036827,,,74167.0,48682
RUNNING SPRINGS,0.0,22.9091469856169,44.96153361079579,,,61813.0,3232
SACRAMENTO,0.23863636363636398,29.216647896118303,58.0653298019927,1263401000.0,421133666.6666667,57258.5,821850
SAINT HELENA,0.0,15.801064353328,27.317442300416197,,,91889.0,7947
SALINAS,0.05,26.3347002734365,52.5539160045403,389086044.0,129695348.0,71607.0,199851
SAN ANSELMO,0.0,3.97313225053233,1.87917770210619,52211107.0,17403702.333333332,142072.5,17184
SAN BERNARDINO,0.7254901960784309,46.910617614063206,85.3575482406357,335935687.0,111978562.33333331,47970.5,278008
SAN BRUNO,0.111111111111111,15.977545784455499,27.670576365241498,98367969.0,32789323.0,122308.0,43101
SAN CARLOS,0.0,7.88044423878189,8.17253121452895,114221909.0,38073969.66666666,189914.0,32112
SAN CLEMENTE,0.0,9.600714665953491,12.3092445453399,152683380.0,50894460.0,104167.0,54350
SAN DIEGO,0.0957854406130268,17.195148199201697,30.8235590868962,4139432802.0,1379810934.0,77448.0,1335542
SAN DIMAS,0.0,26.5281947814563,52.932273931138894,64385465.0,21461821.666666668,95046.0,35444
SAN FERNANDO,0.42857142857142894,38.0681355732225,73.237482658595,64328330.0,21442776.666666668,58194.0,40260
SAN FRANCISCO,0.0612244897959184,14.761339063824101,24.536511539916802,13200899836.0,4400299945.333333,115882.5,874961
SAN GABRIEL,0.153846153846154,25.3299701217892,50.43511161558829,92436618.0,30812206.0,70618.0,62324
SAN GERONIMO,0.0,1.8482890670992198,0.29007441039223103,,,97321.0,3371
SAN JACINTO,0.1,28.181486856086696,56.2870475469795,40924212.0,13641404.0,50020.0,61157
SAN JOSE,0.0707070707070707,19.2547818766575,36.435868331441604,2915456970.0,971818990.0,108125.0,1047701
SAN JUAN BAUTISTA,0.0,27.235030816833,54.306974397780294,4032237.0,1344079.0,92423.0,6263
SAN JUAN CAPISTRANO,0.0,11.7721443127987,16.9504351116156,76673622.0,25557874.0,135917.0,68270
SAN LEANDRO,0.136363636363636,30.2697555592203,59.9697313658722,289621805.0,96540601.66666669,78295.0,118450
