SiteCity,TotalFirstYearGrosskWh,TotalFirstYearGrossTherm,TotalLifecycleGrosskWh,TotalLifecycleGrossTherm,Budget,Total Claims,Total Programs,% OBF Budget,% Resource Budget,dac_proportion,ces_score_median,ces_percentile_median,Total Tax Revenue,median_household_income_usd,total_population,ruca_average,ruca_median
GREENFIELD,382413.85658,-1301.2181999999998,3632486.892463,-9818.548254,160964.86265104945,541,2,4.6397182107151504,100.0,0.0,22.196177757479703,43.3976541808551,21125795.0,63827.0,18424.0,4,4
GROVER BEACH,178879.28874400005,-1107.853237653,1576795.9967738,-9370.142260138002,101869.03307019534,126,2,0.0,100.0,0.0,14.683622733698199,24.397780300163998,26760953.0,64127.5,13535.0,1,1
GUERNEVILLE,33654.989453999995,-73.02288,404951.1885254,-811.9340351999997,16502.99495993957,10,1,0.0,100.0,0.0,11.495387417868304,16.244166981965,,60331.0,7577.0,2,2
GUSTINE,149519.2052,-476.90904000000006,1922549.3424,-7585.308480000002,88486.65877125268,285,2,0.0,100.0,1.0,52.1336533982758,90.8941858998613,6580991.0,60521.0,8712.0,7,7
HACIENDA HEIGHTS,45187.506,-0.81,542250.072,-9.72,20846.162768369588,2,1,0.0,100.0,0.42857142857142894,34.040032623694,66.6036070122336,,85044.5,56972.0,1,1
HALF MOON BAY,55886.77600000001,-129.57399999999998,543599.9814899999,-853.3067699999998,16365.991262640922,172,1,64.9488155814618,100.0,0.0,16.1789372600633,28.509269769201694,46348862.0,145873.0,11860.0,4,4
HANFORD,115711.15868,-400.21143930000005,751473.588939,-2454.405255,345368.00200946664,97,3,0.0,100.0,0.384615384615385,38.953303554797294,74.3473325766175,83416244.0,55670.0,72726.0,6,6
HAWTHORNE,114878.475504,-40.38381141400001,745323.84792,-233.49867899400002,300698.0243222397,9,1,0.0,100.0,0.75,45.9489073336936,84.1026611174171,197009382.0,52779.5,104391.0,1,1
HAYWARD,2427577.6014394457,-18831.45080463298,25223738.00108135,-198652.48692432087,1694410.4781724797,1665,3,9.348900499460283,100.0,0.0555555555555556,29.5292983802132,58.601336864673996,467224536.0,81092.5,176116.0,1,1
HEALDSBURG,161079.47031999993,-1275.20623,1668600.8227899997,-13133.7680521,50696.12957731124,19,1,0.0,100.0,0.0,19.0824289678434,35.9944507504099,47630835.0,96324.0,19524.0,2,2
HEMET,54444.5518316,-52.88740581800001,548428.48364,-537.08204124,25563.48474257449,25,1,0.0,100.0,0.12,31.218981466779297,61.659730104679,125934873.0,41531.0,116515.0,1,1
HERCULES,257024.312702,-1600.4051400000005,2549406.7844080008,-16963.743755999996,165130.07047658105,51,1,0.0,100.0,0.0,18.3525723903719,34.153108840963604,35619267.0,122232.0,22381.0,1,1
HERMOSA BEACH,298583.434656,-21.501209985,3645690.34328,-107.460421924,539726.5328517059,48,1,80.89578060769698,100.0,0.0,5.84004235859885,4.36372808677008,85675375.0,136285.0,19539.0,1,1
HESPERIA,17875.581191999998,-39.547746000000004,89377.90596,-197.73873,60882.01473774541,4,1,0.0,100.0,0.0666666666666667,27.6335654581229,55.13936183629711,94458935.0,52117.0,102311.0,1,1
HOLLISTER,1595535.8617699994,-4590.279080050998,15481088.609790005,-39634.18966025601,931755.082670072,2295,3,32.298714927222946,100.0,0.0,31.8790873258475,62.920923193340904,69688403.0,91935.0,51064.0,7,7
HOOPA,18054.192000000006,-129.82339327900002,98037.84,-841.49596642,18058.98547325681,12,1,0.0,100.0,0.0,12.046452178909199,18.110732753184603,,40739.5,5686.0,10,10
HUNTINGTON BEACH,1958349.5479040002,-117.96124688499998,22335989.939519994,-633.1012344359998,1225646.0168907207,79,1,0.0,100.0,0.0238095238095238,12.4796790466399,18.9052843990415,484982227.0,98057.5,197574.0,1,1
HUNTINGTON PARK,51889.14,1383.84,155667.41999999998,4151.52,11283.9564144427,3,1,0.0,100.0,0.954545454545455,51.9755871776414,90.73023079833521,89389533.0,45434.0,74249.0,1,1
HURON,4217.2,-0.062,18516.996,-0.1674,2127.6793196056474,5,1,0.0,100.0,0.5,40.0165841774917,75.8418463866818,5279306.0,33216.5,8085.0,7,7
INDIAN WELLS,7804.710144000002,-1.3134756090000002,39023.550720000014,-6.567378047999999,100168.59540000012,7,1,0.0,100.0,0.0,7.92950902108071,9.5535376466137,61437788.0,92366.0,3942.0,1,1
INGLEWOOD,181450.259712,-29.116619834,2215377.89856,-145.58309917199998,638693.0972518277,36,1,0.0,100.0,0.65625,44.590602973018896,82.34960272417709,349011310.0,53807.5,131234.0,1,1
IONE,117771.43564,-895.2471500000001,1283081.746656,-9527.047799999998,89756.47295071633,19,1,0.0,100.0,0.0,27.926025844134198,55.7258166225249,6978794.0,66348.0,10220.0,3,3
IRVINE,487780.12599999906,0.0,5940373.511999994,0.0,402596.03468263854,212,2,0.0,100.0,0.0294117647058824,15.572820325088001,26.674233825198602,630558569.0,108943.0,261711.0,1,1
ISLETON,346697.39272600005,-626.95233075,3919739.69764,-5757.0843637,136127.09452717204,105,2,0.0,100.0,0.0,31.0173162136422,61.30659603985371,2432600.0,40395.0,1514.0,10,10
JACKSON,243215.506984,-1591.2884703170005,2726310.230785401,-17320.950145580005,210977.54830453085,49,2,0.0,100.0,0.0,23.257549086885295,45.756085256652796,8889475.0,65244.0,3152.0,7,7
JAMESTOWN,8894.70188,-32.070930867,66078.4594,-152.30595434399999,8761.571028208413,10,1,0.0,100.0,0.0,23.5008742902949,46.5254130407366,,61163.0,13181.0,5,4
KELSEYVILLE,83140.27333000001,-712.8111058210001,875541.6240859001,-7135.379184549999,69937.71934102762,24,1,0.0,100.0,0.0,15.4990509095312,26.5985622398789,,62384.5,9457.0,4,4
KERMAN,91387.226,-438.4197,1126471.0704,-5776.3872,27449.454097380807,243,2,0.0,100.0,1.0,46.0438331534453,84.3107579770463,15764892.0,61776.0,22144.0,6,6
KING CITY,1145487.8742400005,-3188.52106,9154528.000633,-24181.3694262,594362.9806543953,616,3,41.572108130582,100.0,0.0,26.324342782469202,52.5160802118805,19869920.0,48178.0,13528.0,4,4
KINGSBURG,102094.965,-74.34,1177214.78925,-731.5975800000001,17583.56895869093,443,2,0.0,100.0,0.666666666666667,43.1772773846103,80.35061167864801,17653091.0,62808.0,16545.0,4,4
LA HABRA,8207.1,57.6,131313.6,921.6,88671.79891679801,1,1,0.0,100.0,0.384615384615385,36.47332135002829,70.7403203430445,110309736.0,74688.0,64062.0,1,1
LA PALMA,258769.59593600003,-6.625837662,3024572.77968,-33.129188316,208343.2201070401,7,1,0.0,100.0,0.0,17.2886617666329,31.0505738428553,30352410.0,111169.0,14476.0,1,1
LAFAYETTE,58446.03400000005,-317.8552800000004,501580.88866000023,-3377.677932100001,50161.6941399437,96,1,47.781926861871604,100.0,0.0,3.73649516974859,1.6143271534872,46623270.0,188247.0,29449.0,1,1
LAKE ELSINORE,22505.59987200001,-19.595392992,112527.99935999999,-97.97696496,129450.92373614527,9,1,0.0,100.0,0.181818181818182,26.750617338610702,53.44936309749021,80070282.0,57461.0,76453.0,1,1
LAKEHEAD,18337.328999999998,-10.989000164,213032.709,-54.94500082,22228.644529648936,3,1,0.0,100.0,0.0,13.1427189258934,20.4817757598688,,49265.0,1670.0,2,2
LAKEPORT,332640.5221999999,-1010.5094137589996,3588125.8331142,-9337.386038197996,276142.09419902315,60,2,7.2618017003481174,100.0,0.0,21.679535330970502,42.4139235716988,14063969.0,48806.0,16029.0,4,4
LAKEWOOD,447427.3464559996,-20.942117571,4993115.6356,-111.68491603700001,289293.54909314704,94,1,54.19585152216298,100.0,0.111111111111111,21.4432562138325,41.713961407491496,110917660.0,93614.0,83312.0,1,1
LAMONT,195101.8783,-1216.1186959200004,1897053.9297456,-10254.113475302,81125.13247558901,50,1,0.0,100.0,0.33333333333333304,31.8177436918935,62.769580022701504,,43278.0,17003.0,1,1
LANCASTER,178206.47999999995,1314.0,786312.36,3942.0,59681.732913924025,4,1,0.0,100.0,0.0263157894736842,22.2693496911858,43.6120570059277,229597335.0,55375.5,183225.0,4,2
LARKSPUR,188624.002192,-1839.5207093999993,1613661.0077419996,-15151.575230999995,96243.40748463594,57,2,0.0,100.0,0.0,5.40625456558443,3.7079076806659104,55367046.0,122685.0,5857.0,1,1
LATHROP,162052.13399999993,-103.5321,1210631.5550000002,-1068.4620000000002,83907.66444180504,66,2,49.710234939496964,100.0,1.0,55.7089023499701,93.66881069491741,79758865.0,87149.0,28172.0,1,1
LATON,9009.884999999998,-38.853,106712.82,-404.0712,3099.815518364823,6,1,100.0,100.0,1.0,40.4218557224456,76.6553159288687,,37917.0,3407.0,10,10
LAWNDALE,38370.913056,-2.8670175070000004,440887.26528,-23.155087536,25762.238236692592,6,2,0.0,100.0,0.5,40.447061662589,76.5481145163325,41197250.0,60346.0,32819.0,1,1
LE GRAND,6734.21,0.0,71423.15999999999,0.0,4348.793788904362,6,2,0.0,100.0,1.0,39.483477140944,75.20494387690759,,48806.0,2345.0,10,10
LEMOORE,71359.0,0.0,856308.0,0.0,4635.430723109039,354,1,0.0,100.0,0.33333333333333304,35.1270223670186,68.5647622651028,22979971.0,58399.0,37546.0,3,2
LINCOLN,179791.36622000003,-182.15054,2146965.7826880002,-2063.300616,125289.31353416445,612,1,90.96556213662865,100.0,0.0,8.71910500089739,10.3039475343675,54217702.0,87333.0,52810.0,2,2
LINDEN,4926.4749999999985,-20.935080000000006,56895.04560000001,-230.05296,5196.594564520541,10,1,0.0,100.0,0.0,22.2607971311336,43.5868331441544,,87554.0,5944.0,10,10
LINDSAY,12880.356972000005,-44.67511202,64401.78486,-223.3755601,258237.24558294352,7,1,0.0,100.0,0.25,37.913411152736295,73.0167738680792,16787161.0,33603.0,18018.0,4,4
LITTLEROCK,19593.18,-76.23,235118.16,-914.76,10346.952184596088,2,1,0.0,100.0,0.0,22.9902450120275,45.2831378484046,,53484.5,14024.0,1,1
LIVE OAK,88710.0,0.0,1064520.0,0.0,5601.78561144359,424,1,0.0,100.0,0.0,27.4553170463271,54.7357800479253,8051602.0,59359.0,14220.0,2,2
LIVERMORE,311823.93962950003,-1041.77409577,2643530.093084,-7739.035576770002,158903.01058620555,64,3,0.08450996524588293,100.0,0.0,15.983596677720303,27.6831882961281,278185345.0,128963.0,99939.0,2,2
LIVINGSTON,108230.7,0.0,1295301.6,0.0,106110.94304939557,355,3,73.33494019873426,100.0,1.0,44.4721415961496,82.21717744986759,15642992.0,55500.0,18171.0,2,2
LOCKEFORD,59742.55404,-27.68274000000001,716910.64848,-332.19288,33293.88181526942,6,1,0.0,100.0,0.0,23.0756934054601,45.352503468281,,63287.0,2902.0,2,2
LOLETA,26910.7948,-356.6029531899998,345419.02792000014,-4468.372615899999,19397.09666723176,33,2,0.0,100.0,0.0,27.5470879018417,54.912347080338,,42407.0,4606.0,4,4
LOMPOC,53462.99000000001,-363.06,411121.6962,-1884.1419,16381.080751169182,78,2,0.0,100.0,0.0,19.930163480418397,38.1510909320217,54639791.0,66845.0,60288.0,4,4
LONG BEACH,6799532.550680996,1307.6568518130016,78451118.91805999,22194.600613075992,3395863.2401656425,1029,2,90.30723317188169,100.0,0.52212389380531,42.9152766079835,80.0542313028125,1371076040.0,60616.0,476520.0,1,50
LOOMIS,160948.9534,-966.04169,1764892.1553600002,-10082.308776,140994.0351993647,69,2,94.81073960770529,100.0,0.0,9.42844474718948,11.697565897338901,13260857.0,104185.0,16427.0,1,1
LOS ALTOS,157297.923,-1101.591000175,1117584.49356,-9577.093950879998,87197.97713837052,9,1,53.53166393378975,100.0,0.0,3.85707560192716,1.7278345314667698,103229406.0,215250.0,47624.0,1,1
LOS ANGELES,494326.19413954,0.0,4065967.904310698,0.0,6726397.770908668,402,26,0.0,3.5289555844427327,0.607594936708861,44.87034626414111,82.6396771345693,14545311557.0,48767.0,2484718.0,2,2
LOS BANOS,429352.388708,-914.148450423,4843347.962762799,-12041.152482120002,310585.4038560993,31,2,0.0,100.0,0.8,50.5343925987854,89.36814226258042,57896757.0,55719.0,43374.0,7,7
LOS GATOS,691857.2319999997,-963.055,6986038.938650001,-5364.53305,456849.45934938727,1385,1,52.832574804854964,100.0,0.0,4.91010588949814,3.0646992054483504,92527652.0,167875.0,49210.0,2,2
LOS OLIVOS,370.0,0.0,4440.0,0.0,27.864426152818197,2,1,0.0,100.0,0.0,9.15616622161136,11.1867826964308,,99583.0,2620.0,4,4
LOS OSOS,120177.44189999998,-1098.5551084869996,1541085.3202822004,-15014.81497405,60800.93650208855,93,2,0.0,100.0,0.0,6.53661211701511,5.72581662252491,,76587.0,15829.0,2,2
LOST HILLS,42239.3013,-95.665053648,445406.81850000005,-836.6056382400003,17663.68001376136,6,1,0.0,100.0,1.0,48.634558879961396,87.41329297515448,,35560.0,2635.0,10,10
LOWER LAKE,44483.09022,-76.07214,521038.34048340004,-791.1215658,31346.01776533457,8,1,0.0,100.0,0.0,17.7809443963952,32.4820279984866,,34567.5,7286.0,4,4
LYNWOOD,116518.20672499998,79.31069831800001,1347828.0290599996,1565.976714618,143098.65704634346,35,1,0.0,100.0,1.0,52.074628837898,90.8311262454282,98449996.0,57386.0,69438.0,1,1
MADERA,867068.2990000001,-1588.3511215229996,8585429.008170005,-18685.97106762799,398457.6617424107,582,3,7.312178345892702,100.0,0.615384615384615,41.8354678211335,78.55971749274809,80065732.0,59471.0,103572.0,2,2
MAGALIA,17489.88,0.0,203797.44,0.0,58160.980994294245,4,1,0.0,100.0,0.0,15.4562665321908,26.3715474839198,,55908.0,8458.0,4,4
MALIBU,2328.453588,-1.5675836719999998,12839.646192,-8.682385124,4738.883101147153,3,1,0.0,100.0,0.0,9.40351203161274,11.8047673098751,77629687.0,149026.0,19438.0,2,2
MAMMOTH LAKES,13518.315631999998,-90.997620224,109052.22815999998,-706.4425011200003,108541.12697592,10,1,11.124748193223978,100.0,0.0,13.8763929314831,22.159162567789107,104057653.0,59620.0,8169.0,7,7
MANHATTAN BEACH,140296.28996000002,-53.98662046300001,1176459.210256,-304.68504769800006,270876.3104286425,20,1,0.0,100.0,0.0,5.22204174556419,3.5061167864800096,154644150.0,169612.5,35500.0,1,1
MANTECA,791377.1091899985,-1285.7472399999992,8440020.026660003,-14444.98636499999,570691.2741422921,524,3,24.146851306777396,100.0,0.666666666666667,42.370855231012996,79.392104931265,143409231.0,69864.0,83541.0,1,1
MARINA,734968.5229999998,-963.2276919,5506521.9410000015,-5298.90026,252613.00341248533,919,2,61.817926888448255,100.0,0.25,25.6253402106302,51.141379745239,56765434.0,70964.0,16685.0,1,1
MARIPOSA,13174.93512,-37.07702784999999,93667.7556,-185.38513924,4706.32821633168,5,1,98.7153939265738,100.0,0.0,13.4660049796646,21.188043889519502,,64432.0,10285.0,10,10
MARTINEZ,326540.3877999998,-1075.20854134,3543156.057519995,-10872.049562800015,173611.09901502274,2616,3,5.924126492216753,100.0,0.0769230769230769,21.2269924104003,41.4680287552024,85135534.0,98365.0,58611.0,1,1
MARYSVILLE,258347.66916,-515.274288649,2921906.6324900007,-6197.88916324,145144.10503167007,500,3,0.0,100.0,0.25,33.6095592077413,66.0675999495523,21311139.0,49710.0,39064.0,4,2
MC FARLAND,111754.23526000004,-595.6861998099997,1142244.478452,-5297.636810599999,46431.095565743875,28,1,0.0,100.0,1.0,41.961803265241706,78.6858368016143,,37492.0,30118.0,2,2
MCKINLEYVILLE,334823.82706,-1688.4301045459995,2496336.298964001,-8067.95749445,286758.93305321236,146,2,1.345174416785922,100.0,0.0,9.415367274377287,11.8678269643082,,59089.0,17843.0,4,4
MEADOW VISTA,4263.3,-23.935,37255.26,-192.4694,4073.680758784605,9,2,0.0,100.0,0.0,8.485040080154612,9.685962920923188,,89231.0,4875.0,3,3
MENDOTA,130766.92,0.0,1516805.04,0.0,51180.73243146227,516,1,94.9213098803677,100.0,1.0,55.876892673003,93.77601210745372,9142290.0,32046.0,13415.0,4,4
MENIFEE,1654.82352,-1.44083772,8274.1176,-7.2041886,9569.4548498487,3,1,0.0,100.0,0.0,20.641485646287,39.904149325261706,116314465.0,95166.0,55591.0,1,1
MENLO PARK,195086.264,-706.0690000000003,1920789.1141,-4786.608179999998,94314.98136893526,231,2,7.2038027108940295,100.0,0.0,5.8619889309581685,4.46462353386303,157347711.0,147162.5,42424.0,1,1
MERCED,1331550.7351199996,-1871.7614172770006,15257277.964040002,-20820.235796450008,1552912.3524985889,4345,3,60.498230524851074,100.0,0.7619047619047621,46.7636411369364,85.1557573464497,120579712.0,42193.0,110611.0,2,2
MIDDLETOWN,75623.11248,-98.88954073000002,866139.2086519998,-923.66127395,92595.61366936359,9,1,0.0,100.0,0.0,12.3180649654559,18.438642956236606,,68814.0,7108.0,2,2
MILL VALLEY,351116.7571499999,-2175.232580000001,3482772.4438127987,-22285.33296340001,201556.0529997212,167,2,0.0,100.0,0.0,4.63707525111145,2.66111741707656,88223199.0,158869.0,31047.0,1,1
MILLBRAE,8982.12,-11.2896,105890.4,-124.608,26742.92712346145,7,1,0.0,100.0,0.0,12.9878275745449,20.0908059023837,75050748.0,130798.5,22625.0,1,1
MILPITAS,2343139.4620000003,-6695.181843,15066546.4665,-49402.207494,1064828.8868078885,83,2,47.45336156583549,100.0,0.0,20.6656722559134,40.011350737798,328947490.0,124015.0,78528.0,1,1
MONTEBELLO,53804.32345599999,-80.02007719200002,329090.99651200004,-489.6076405199999,335482.7282089339,56,1,74.23650551345735,100.0,0.8,42.1351376757519,78.96329928111992,140473768.0,58203.0,65023.0,1,1
MONTEREY,973838.9200000002,-2409.5287,7086204.654860001,-21508.6178,549308.5617654469,220,2,18.28208108380068,100.0,0.0,5.96895263856852,4.61596670450246,205769057.0,79146.0,28916.0,1,1
MONTEREY PARK,32555.95812000001,-48.409294248,162779.7906,-242.04647124,73514.00613022865,7,1,0.0,100.0,0.0666666666666667,31.143112987259894,61.52099886492621,123277197.0,63563.0,62542.0,1,1
MONTROSE,6707.6,0.0,80491.2,0.0,4274.095052335932,3,1,0.0,100.0,0.0,21.254586116000894,41.581536133182,,67407.0,5874.0,1,1
MOORPARK,4046.70924,-6.017280696,20233.5462,-30.08640348,9000.21196844578,1,1,0.0,100.0,0.0,16.4404349292281,28.9380754193467,49128477.0,126733.0,38234.0,2,2
MORAGA,22382.7997683,-289.7629,307075.00522,-3888.352,17839.43470580403,12,1,0.0,100.0,0.0,1.72691622885039,0.2017908941859,25515269.0,186652.0,15733.0,1,1
MORENO VALLEY,47477.531232,-31.522327452000003,332092.85615999997,-157.61163726,68558.59846520155,13,2,0.0,100.0,0.511627906976744,39.3783449852808,75.0283768444949,278525697.0,67747.0,204601.0,1,1
MORGAN HILL,1445791.2876399998,-1764.23639143,13295818.642270802,-13876.659300100002,971916.5407712744,52,1,13.651130809509366,100.0,0.0909090909090909,18.0534046281367,33.3333333333333,110981465.0,115664.0,51712.0,2,2
MORRO BAY,465176.92527859996,-1659.9491870209995,4830809.923242599,-17178.070264259994,231818.58585454663,530,2,0.0,100.0,0.0,11.840650704286402,17.2152856602346,37129331.0,64250.0,10655.0,2,2
MOSS LANDING,201024.492,-249.651,1326416.8742999998,-1142.96229,67647.97368792314,8,2,0.0,100.0,0.5,40.0723956254229,75.8166225249086,,64050.0,10004.0,1,1
MOUNTAIN VIEW,811027.5319999997,-1709.8438699999995,7155714.889799999,-16030.682569999999,443197.0992644925,468,2,9.432161935910669,100.0,0.0,17.2260795988731,30.8929247067726,389768619.0,134183.0,74507.0,1,1
MURPHYS,1480.0,0.0,17760.0,0.0,2311.2393844479,1,1,0.0,100.0,0.0,10.016001243952099,13.3181990162694,,48321.0,3560.0,10,10
MURRIETA,221668.11696000004,-35.14043106,2377502.2548,-175.70215530000004,327685.525295775,92,1,27.63452801303623,100.0,0.0,19.8981073043946,38.0628074158154,162953475.0,94861.0,127318.0,1,1
NAPA,972141.708349,-3016.640679710001,10111662.984491296,-27128.9963839,541770.2780674326,522,4,9.113311684892382,100.0,0.0,16.769319484142198,29.789380754193505,234557175.0,86918.5,103365.0,2,2
NEVADA CITY,34217.662399999994,-185.72928000000002,257741.27875700002,-1346.6347351,38106.14483772545,22,1,0.0,100.0,0.0,17.619386775473,32.0343044520116,13977891.0,75250.0,19638.0,4,4
NEWARK,164866.04627499988,-621.5324500000004,1559238.2794299996,-9861.468675700004,133699.78299810822,203,1,18.007977067257887,100.0,0.111111111111111,22.8409143189324,44.7597427166099,159247528.0,121156.0,55184.0,1,1
NEWBURY PARK,38111.840656000015,195.676992215,379797.70328,3285.0849610759997,107260.03255646935,4,1,0.0,100.0,0.0,9.899188942998359,13.015512674990498,,131289.0,44718.0,1,1
NEWCASTLE,10047.831,-49.230160056,113052.933,-538.7185202799999,11806.319865700825,12,1,18.369912423202244,100.0,0.0,8.68146201364846,10.1904401563879,,86250.0,2979.0,2,2
NEWMAN,90273.05,0.0,1078940.4,0.0,22324.456080883647,152,2,0.0,100.0,0.5,41.7451845882975,78.37053852944891,8865452.0,57646.5,13682.0,4,4
NEWPORT BEACH,1053221.131616001,-2.121090653,12616515.718080001,-10.605453264,531492.1605142234,233,1,97.3193945658884,100.0,0.0,11.3283348883845,15.764913608273401,522199250.0,120057.0,71747.0,1,1
NEWPORT COAST,213.2,0.0,2558.4,0.0,4322.460379614582,3,1,3.08922159805866,100.0,0.0,6.70726048574046,5.99697313658721,,148583.0,13758.0,1,1
NICE,171415.32539999994,-1678.0461300000004,1989659.7722,-19730.4293538,130869.35418964885,7,1,0.0,100.0,0.0,15.5542181438209,26.5733383781057,,47472.0,2446.0,4,4
NIPOMO,126985.92691,-521.13995932,1183866.4543412,-4744.371798310001,53811.22122470146,181,2,0.0,100.0,0.0,15.2756256788588,25.766174801362094,,84102.0,27744.0,2,2
NORWALK,90084.23020800002,-11.025099202,973410.4598399999,-70.431016392,126855.28761582766,14,1,68.13909341658028,100.0,0.857142857142857,44.748121166029904,82.49463992937321,136917106.0,71875.0,105858.0,1,1
NOVATO,570361.8468001992,-4369.239403499997,4316945.221262396,-31276.50648399996,373166.0310075516,787,3,5.539881043572757,100.0,0.0,9.770942403763199,12.5740950939589,103147717.0,117007.0,63616.0,2,2
OAK PARK,1367.1315,-2.0328651,6835.6575,-10.1643255,3040.61215150195,1,1,0.0,100.0,0.0,5.24102395592414,3.48719889015009,,143627.0,8355.0,1,1
OAKDALE,166623.9060000011,-797.7112999999997,2062230.1510999915,-11261.884999999998,224515.8979603127,232,2,47.76355354661747,100.0,0.25,37.3263606398509,72.0204313280363,37414843.0,68176.0,28121.0,1,1
OAKHURST,279136.10400000005,-887.4230037190001,2895084.01064,-7318.590928589999,105917.5957864478,23,1,48.13676487628325,100.0,0.0,14.890008968243999,24.8581157775255,,61445.0,13760.0,8,8
OAKLAND,2084728.9839315987,-11437.703049970025,18818659.841899604,-107070.13627232963,1364188.9258368672,1316,3,5.288435814254723,100.0,0.231481481481482,26.6557826668719,53.28540799596421,2264363902.0,68606.0,407922.0,1,1
OAKLEY,75274.12800000001,-32.258399999999995,307389.764,-275.9868,24443.481361125752,24,1,87.5422444424823,100.0,0.166666666666667,31.870438894482106,62.8641695043511,50377267.0,91257.5,43415.0,1,1
OCCIDENTAL,40319.78047,-562.0955332999998,312792.2764096,-2942.5246922,15807.493279014085,5,1,0.0,100.0,0.0,8.15280718245015,8.84096355151974,,80341.0,3848.0,2,2
OCEANO,119861.469846,-1037.624959579,1277799.268655,-10063.95661889,43327.98666301115,228,2,0.0,100.0,0.0,18.7680113924437,35.1368394501198,,70270.0,7033.0,1,1
OJAI,2260.32408,-3.361003632,11301.6204,-16.80501816,5027.145423816562,2,1,0.0,100.0,0.0,11.668818481157803,16.9189052843991,24871173.0,77596.5,16740.0,1,1
OLIVEHURST,143918.059,-265.9833,1664840.0136000004,-3896.028,55128.462855884296,396,2,0.0,100.0,0.25,32.7576238046827,64.2451759364359,,43601.5,28522.0,2,2
ORANGE,924385.77,-14.304086346000005,10948084.261519996,-87.920107082,525621.016353828,330,1,91.73783676640151,100.0,0.0384615384615385,25.629923612118002,51.040484298146104,304186913.0,88268.0,143399.0,1,1
ORANGE COVE,81400.53169999999,-4.8158110910000005,826659.1184999999,-24.07905545900001,17670.797324121257,282,2,0.0,100.0,1.0,45.71140713246,83.77475091436492,6439408.0,28125.5,7179.0,4,4
ORANGEVALE,2035.0,0.0,24420.0,0.0,141.2392483292494,11,1,0.0,100.0,0.0,11.9166570408592,17.2972632109976,,85862.0,37602.0,1,1
ORINDA,81063.05800000003,-443.8593599999999,540442.1574,-2805.2222331999997,44397.59025175038,60,1,71.70677214460908,100.0,0.0,2.7015024949497004,0.731491991423887,44863212.0,224318.0,20468.0,1,1
ORLAND,116257.37256000002,-17.2809,1395088.47072,-207.3708,51290.59580894845,7,2,0.0,100.0,0.0,23.6141438597266,46.6389204187161,13178976.0,49952.0,17308.0,4,4
OROVILLE,166775.5130000014,-441.69653000000005,1962276.6455999832,-6483.279960000003,252423.5559070977,374,4,21.98726941508821,100.0,0.0714285714285714,23.9251786237035,47.4145541682432,39649481.0,42954.0,56228.0,4,4
OXNARD,78918.137088,-52.929578151,394590.68544000003,-264.647890752,381382.8707039146,16,1,0.0,100.0,0.153846153846154,23.735969720861306,46.96683062176821,381462311.0,69703.0,220161.0,1,1
PACIFIC GROVE,385017.36048000003,-3034.8031399999995,3121277.97629,-23499.187699999995,226263.20701722565,76,2,38.46174573161079,100.0,0.0,3.21202504631524,1.1350737797956898,63178440.0,85889.5,15522.0,1,1
PACIFICA,557137.0684400001,-5036.417149999998,4769443.976786799,-42220.597367499984,240841.8001268387,47,2,6.237806580510965,100.0,0.0,9.97150864082282,13.210997603733098,79983029.0,125082.0,38984.0,1,1
PAICINES,9383.427,-49.86,60269.03838,-271.68354,5802.60956969216,3,1,0.0,100.0,0.0,29.284335068081894,58.2040610417455,,94327.0,3049.0,6,6
PALO CEDRO,45701.575,-308.5310000000001,499030.1400000001,-3248.5559999999996,50940.919180424964,18,1,0.0,100.0,0.0,4.59758573852378,3.1719006179846096,,70226.0,6629.0,2,2
PARADISE,59555.72100000001,-272.56799981,644014.20848,-2631.770529053,62029.46290826357,108,2,19.125499265671294,100.0,0.0,18.128792742273106,33.5351242275192,39461656.0,53125.0,20696.0,4,4
PARLIER,264534.39900000003,-704.762998994,2881507.50234,-6786.58004497,95709.06837331977,397,2,0.0,100.0,1.0,68.9784920912014,99.11716483793673,10535639.0,36395.0,9242.0,3,3
PASO ROBLES,2113505.7154007503,-6094.042969858,22085014.04535801,-64526.501083836025,938141.0339430092,2395,3,12.464209649914707,100.0,0.0,14.775908833325698,24.5554294362467,,70402.5,42290.0,2,2
PENN VALLEY,65478.68010000001,-188.865229603,723561.1625,-2032.47938802,56873.97793785455,38,3,35.39346430938904,100.0,0.0,12.488528326304099,18.9305082608147,,52500.0,5606.0,5,5
PENNGROVE,21653.05776,-172.27299,237786.1591572,-1795.3090353,10786.199085773571,5,1,0.0,100.0,0.0,9.628344419389519,12.397528061546199,,108370.0,5737.0,1,1
PENRYN,3975.295,-24.071,16167.50211,-124.72104,4720.944976296658,6,1,0.0,100.0,0.0,3.36204285608392,1.2864169504351102,,86985.0,2546.0,1,1
PETALUMA,2810015.0023310008,-7295.021819010002,30969222.84676121,-75603.92864987988,1236508.120120632,3986,4,2.942062107375872,100.0,0.0,17.0824822947681,30.558708538277198,118435446.0,90556.0,79601.0,6,6
PHILO,0.0,0.0,0.0,0.0,1378.17998777122,1,1,0.0,100.0,0.0,14.2266878108219,23.004161937192602,,44896.0,3023.0,10,10
PINE GROVE,32489.106758000005,-233.11262,360266.7129072,-2508.177264,29449.30165117437,9,1,0.0,100.0,0.0,19.7237844722459,37.6592256274436,,78352.0,4639.0,10,10
